"","Depthm","T_degC","Salnty","O2ml_L","Year"
"4460",125,10.277,33.5702,3.516,"2016"
"4461",126,10.237,33.5787,3.536,"2016"
"4462",140,9.965,33.6949,3.318,"2016"
"4463",150,9.77,33.8108,3.004,"2016"
"4464",173,9.51,33.9294,2.576,"2016"
"4465",200,8.951,33.9543,2.621,"2016"
"4466",231,8.621,34.0322,2.26,"2016"
"4467",250,8.599,34.094,1.989,"2016"
"4468",270,8.472,34.1684,1.437,"2016"
"4469",300,7.847,34.176,1.175,"2016"
"4470",321,7.682,34.1835,1.079,"2016"
"4471",380,6.884,34.1888,0.764,"2016"
"4472",400,6.663,34.1826,0.72,"2016"
"4473",441,6.418,34.2188,0.513,"2016"
"4474",500,6.017,34.2617,0.345,"2016"
"4475",515,5.962,34.2692,0.334,"2016"
"4476",0,15.744,33.3968,5.764,"2016"
"4477",1,15.744,33.3968,5.764,"2016"
"4478",10,15.742,33.3968,5.765,"2016"
"4479",10,15.742,33.3976,NA,"2016"
"4480",20,15.607,33.3905,5.766,"2016"
"4481",30,15.576,33.4014,5.775,"2016"
"4482",31,15.579,33.4054,5.778,"2016"
"4483",41,15.498,33.4158,5.76,"2016"
"4484",50,15.469,33.4214,5.735,"2016"
"4485",60,15.339,33.4101,5.685,"2016"
"4486",60,15.339,33.4113,NA,"2016"
"4487",70,14.796,33.4402,5.543,"2016"
"4488",75,14.149,33.4077,5.283,"2016"
"4489",86,12.141,33.2165,5.056,"2016"
"4490",100,11.108,33.2765,4.629,"2016"
"4491",101,11.139,33.2764,4.618,"2016"
"4492",120,10.189,33.3725,4.261,"2016"
"4493",125,10.106,33.4057,4.19,"2016"
"4494",140,9.93,33.6024,3.598,"2016"
"4495",150,9.529,33.6743,3.512,"2016"
"4496",170,9.16,33.8179,3.072,"2016"
"4497",200,8.832,33.9373,2.664,"2016"
"4498",230,8.38,33.9933,2.45,"2016"
"4499",250,8.237,34.037,2.141,"2016"
"4500",270,8.105,34.0524,2.022,"2016"
"4501",300,7.716,34.0851,1.71,"2016"
"4502",320,7.473,34.0765,1.616,"2016"
"4503",380,6.826,34.1535,0.881,"2016"
"4504",400,6.724,34.176,0.751,"2016"
"4505",440,6.462,34.2225,0.523,"2016"
"4506",500,6.158,34.2809,0.342,"2016"
"4507",518,6.064,34.2864,0.314,"2016"
"4508",0,15.982,33.2916,5.742,"2016"
"4509",2,15.982,33.2916,5.742,"2016"
"4510",10,15.962,33.2916,5.729,"2016"
"4511",20,15.893,33.289,5.733,"2016"
"4512",25,15.818,33.2865,5.748,"2016"
"4513",30,15.773,33.2843,5.738,"2016"
"4514",40,15.038,33.2276,5.891,"2016"
"4515",50,14.822,33.2563,5.847,"2016"
"4516",62,14.33,33.2202,5.744,"2016"
"4517",75,13.522,33.229,5.484,"2016"
"4518",76,13.372,33.2284,5.451,"2016"
"4519",87,12.675,33.2388,5.039,"2016"
"4520",100,12.333,33.4091,4.349,"2016"
"4521",101,12.152,33.41,4.313,"2016"
"4522",112,11.542,33.4362,4.015,"2016"
"4523",125,10.494,33.3791,4.192,"2016"
"4524",126,10.485,33.3706,4.2,"2016"
"4525",140,9.535,33.603,3.61,"2016"
"4526",150,9.406,33.737,3.487,"2016"
"4527",171,9.003,33.8483,2.987,"2016"
"4528",200,8.683,33.9256,2.729,"2016"
"4529",201,8.651,33.924,2.708,"2016"
"4530",231,8.272,34.0129,2.32,"2016"
"4531",250,7.989,34.0381,2.141,"2016"
"4532",270,7.78,34.0474,1.944,"2016"
"4533",300,7.726,34.1305,1.337,"2016"
"4534",321,7.569,34.1532,1.143,"2016"
"4535",380,6.99,34.1804,0.794,"2016"
"4536",400,6.836,34.2001,0.677,"2016"
"4537",440,6.536,34.2136,0.544,"2016"
"4538",500,6.089,34.2495,0.37,"2016"
"4539",516,6.016,34.2644,0.336,"2016"
"4540",0,15.64,33.2823,5.764,"2016"
"4541",2,15.64,33.2823,5.764,"2016"
"4542",10,15.639,33.2818,5.765,"2016"
"4543",10,15.639,33.2827,NA,"2016"
"4544",11,15.639,33.2817,5.771,"2016"
"4545",16,15.637,33.2831,5.778,"2016"
"4546",20,15.627,33.2816,5.758,"2016"
"4547",21,15.633,33.2821,5.768,"2016"
"4548",30,15.57,33.2749,5.75,"2016"
"4549",40,15.551,33.2722,5.762,"2016"
"4550",48,15.537,33.2685,5.766,"2016"
"4551",50,15.538,33.269,5.765,"2016"
"4552",60,15.448,33.3011,5.753,"2016"
"4553",69,15.363,33.2795,5.772,"2016"
"4554",75,15.285,33.274,5.797,"2016"
"4555",84,14.927,33.3039,5.675,"2016"
"4556",94,14.071,33.2973,5.419,"2016"
"4557",100,13.207,33.2659,5.391,"2016"
"4558",110,11.805,33.2504,4.829,"2016"
"4559",125,10.708,33.3281,4.39,"2016"
"4560",141,9.879,33.4861,3.965,"2016"
"4561",150,9.598,33.5732,3.702,"2016"
"4562",170,9.119,33.7431,3.228,"2016"
"4563",200,8.742,33.8923,2.91,"2016"
"4564",201,8.735,33.8967,2.901,"2016"
"4565",231,8.425,33.9672,2.632,"2016"
"4566",250,8.296,34.0263,2.272,"2016"
"4567",270,8.049,34.0986,1.701,"2016"
"4568",300,7.667,34.1062,1.551,"2016"
"4569",319,7.59,34.1425,1.26,"2016"
"4570",379,6.639,34.1361,0.895,"2016"
"4571",400,6.634,34.1666,0.753,"2016"
"4572",442,6.536,34.2313,0.512,"2016"
"4573",500,6.077,34.2597,0.394,"2016"
"4574",516,5.968,34.2625,0.381,"2016"
"4575",0,16.145,33.1722,5.72,"2016"
"4576",2,16.145,33.1722,5.72,"2016"
"4577",10,16.149,33.1712,5.694,"2016"
"4578",20,16.151,33.1708,5.694,"2016"
"4579",26,16.151,33.1716,5.685,"2016"
"4580",30,16.153,33.17,5.696,"2016"
"4581",41,15.977,33.1525,5.713,"2016"
"4582",50,15.523,33.0967,5.765,"2016"
"4583",63,14.925,33.0683,5.786,"2016"
"4584",75,14.387,33.0865,5.762,"2016"
"4585",76,14.373,33.0866,5.725,"2016"
"4586",88,14.198,33.19,5.587,"2016"
"4587",100,12.904,33.1838,5.215,"2016"
"4588",101,12.667,33.1678,5.267,"2016"
"4589",113,11.632,33.167,5.003,"2016"
"4590",125,10.515,33.254,4.723,"2016"
"4591",141,9.678,33.3782,4.389,"2016"
"4592",150,9.472,33.4604,4.26,"2016"
"4593",170,9.244,33.6269,3.884,"2016"
"4594",200,8.754,33.8645,3.175,"2016"
"4595",232,8.448,33.962,2.777,"2016"
"4596",250,8.291,34.0212,2.469,"2016"
"4597",271,8.052,34.0529,1.968,"2016"
"4598",300,7.965,34.1168,1.531,"2016"
"4599",321,7.754,34.1197,1.415,"2016"
"4600",381,7.232,34.1797,0.882,"2016"
"4601",400,7.011,34.191,0.76,"2016"
"4602",441,6.596,34.2079,0.593,"2016"
"4603",500,6.17,34.2446,0.401,"2016"
"4604",517,6.093,34.2532,0.368,"2016"
"4605",0,16.859,33.2967,5.591,"2016"
"4606",2,16.859,33.2967,5.591,"2016"
"4607",10,16.865,33.2959,5.616,"2016"
"4608",11,16.865,33.2965,5.606,"2016"
"4609",20,16.869,33.2957,5.617,"2016"
"4610",21,16.87,33.2977,5.598,"2016"
"4611",30,16.871,33.2955,5.626,"2016"
"4612",41,16.863,33.2973,5.597,"2016"
"4613",50,16.827,33.2884,5.617,"2016"
"4614",60,16.662,33.2663,5.617,"2016"
"4615",75,16.502,33.237,5.651,"2016"
"4616",80,16.546,33.2507,5.64,"2016"
"4617",100,16.185,33.3208,5.601,"2016"
"4618",110,15.129,33.1721,5.651,"2016"
"4619",121,14.27,33.2008,5.469,"2016"
"4620",125,13.937,33.2054,5.439,"2016"
"4621",132,13.198,33.1915,5.316,"2016"
"4622",140,12.21,33.1595,5.128,"2016"
"4623",150,10.976,33.1882,4.88,"2016"
"4624",161,10.005,33.307,4.548,"2016"
"4625",176,9.525,33.4701,4.11,"2016"
"4626",195,9.2,33.618,3.718,"2016"
"4627",200,9.12,33.6665,3.673,"2016"
"4628",229,8.781,33.8509,3.119,"2016"
"4629",250,8.52,33.9346,2.865,"2016"
"4630",268,8.343,33.9696,2.602,"2016"
"4631",300,7.944,34.0178,2.336,"2016"
"4632",322,7.676,34.0528,1.85,"2016"
"4633",381,6.761,34.0699,1.344,"2016"
"4634",400,6.589,34.0887,1.178,"2016"
"4635",441,6.215,34.1228,0.859,"2016"
"4636",500,5.784,34.1754,0.569,"2016"
"4637",521,5.692,34.207,0.469,"2016"
"4638",0,17.42,33.4651,5.585,"2016"
"4639",2,17.42,33.4651,5.585,"2016"
"4640",10,17.418,33.4629,5.561,"2016"
"4641",10,17.418,33.4638,NA,"2016"
"4642",11,17.423,33.4652,5.539,"2016"
"4643",20,17.414,33.4638,5.571,"2016"
"4644",30,17.387,33.4654,5.572,"2016"
"4645",40,17.386,33.4738,5.553,"2016"
"4646",50,17.417,33.4926,5.58,"2016"
"4647",60,17.538,33.5776,5.543,"2016"
"4648",75,17.545,33.5894,5.546,"2016"
"4649",80,17.468,33.5795,5.553,"2016"
"4650",100,17.23,33.6005,5.498,"2016"
"4651",111,16.931,33.4854,5.513,"2016"
"4652",121,16.026,33.4981,5.448,"2016"
"4653",125,15.594,33.3664,5.591,"2016"
"4654",130,14.973,33.4985,5.371,"2016"
"4655",129,14.973,33.4911,NA,"2016"
"4656",141,12.96,33.201,5.229,"2016"
"4657",150,11.808,33.1839,5.145,"2016"
"4658",151,11.224,33.1907,5.083,"2016"
"4659",161,10.593,33.2405,4.815,"2016"
"4660",175,9.939,33.388,4.56,"2016"
"4661",195,9.367,33.5961,4.129,"2016"
"4662",200,9.347,33.5863,4.152,"2016"
"4663",230,8.94,33.7844,3.624,"2016"
"4664",250,8.562,33.9067,3.207,"2016"
"4665",271,8.307,33.9492,2.92,"2016"
"4666",300,7.947,33.9969,2.584,"2016"
"4667",322,7.676,34.0146,2.281,"2016"
"4668",381,6.884,34.0875,1.4,"2016"
"4669",400,6.724,34.0977,1.219,"2016"
"4670",439,6.319,34.139,0.834,"2016"
"4671",500,5.909,34.1885,0.55,"2016"
"4672",515,5.868,34.1986,0.51,"2016"
"4673",0,16.053,33.5314,6.072,"2016"
"4674",2,16.053,33.5314,6.072,"2016"
"4675",5,15.978,33.5326,6.169,"2016"
"4676",10,15.85,33.535,6.224,"2016"
"4677",10,15.85,33.5332,NA,"2016"
"4678",14,15.766,33.5328,6.247,"2016"
"4679",0,16.286,33.551,5.947,"2016"
"4680",2,16.286,33.551,5.947,"2016"
"4681",8,16.123,33.5454,5.99,"2016"
"4682",10,16.073,33.5475,6.035,"2016"
"4683",9,16.073,33.5447,NA,"2016"
"4684",16,15.733,33.5376,6.048,"2016"
"4685",20,14.792,33.5083,5.659,"2016"
"4686",20,14.792,33.5088,NA,"2016"
"4687",28,12.412,33.4953,3.823,"2016"
"4688",30,12.233,33.4843,3.911,"2016"
"4689",35,11.713,33.5792,3.296,"2016"
"4690",44,11.336,33.6336,3.054,"2016"
"4691",50,11.08,33.6994,2.982,"2016"
"4692",51,11.062,33.7071,2.914,"2016"
"4693",0,16.453,33.5286,6.06,"2016"
"4694",2,16.453,33.5286,6.06,"2016"
"4695",10,16.132,33.522,6.098,"2016"
"4696",20,15.367,33.5158,6.127,"2016"
"4697",30,13.301,33.4906,4.369,"2016"
"4698",40,12.058,33.4199,4.022,"2016"
"4699",50,11.239,33.409,4.015,"2016"
"4700",60,11.098,33.5305,3.616,"2016"
"4701",70,10.8,33.6176,3.38,"2016"
"4702",75,10.672,33.6581,3.283,"2016"
"4703",85,10.553,33.7567,2.972,"2016"
"4704",100,9.843,33.7223,3.238,"2016"
"4705",121,9.666,33.8531,2.863,"2016"
"4706",125,9.625,33.8786,2.82,"2016"
"4707",141,9.609,33.999,2.478,"2016"
"4708",150,10.042,34.1558,1.741,"2016"
"4709",171,9.472,34.1114,1.944,"2016"
"4710",200,9.408,34.2045,1.501,"2016"
"4711",230,8.976,34.2212,1.353,"2016"
"4712",250,8.698,34.2214,1.273,"2016"
"4713",271,8.614,34.2576,1.032,"2016"
"4714",300,8.282,34.2656,0.876,"2016"
"4715",320,7.984,34.2477,0.894,"2016"
"4716",380,7.3,34.2641,0.584,"2016"
"4717",400,7.179,34.2673,0.546,"2016"
"4718",441,6.708,34.2941,0.378,"2016"
"4719",500,6.168,34.3241,0.288,"2016"
"4720",517,6.145,34.3298,0.262,"2016"
"4721",0,16.314,33.5159,5.808,"2016"
"4722",3,16.314,33.5159,5.808,"2016"
"4723",10,16.104,33.5157,5.821,"2016"
"4724",20,15.86,33.507,5.836,"2016"
"4725",30,14.24,33.3875,5.501,"2016"
"4726",40,14.054,33.4758,4.903,"2016"
"4727",50,13.301,33.4928,4.282,"2016"
"4728",61,12.641,33.5076,3.982,"2016"
"4729",70,11.98,33.5428,3.609,"2016"
"4730",75,11.729,33.5689,3.544,"2016"
"4731",86,10.941,33.5761,3.488,"2016"
"4732",100,10.651,33.7573,2.943,"2016"
"4733",120,9.966,33.8242,2.888,"2016"
"4734",125,9.743,33.8156,2.847,"2016"
"4735",141,10.207,34.0891,1.924,"2016"
"4736",150,10.137,34.1205,1.855,"2016"
"4737",170,9.871,34.1801,1.604,"2016"
"4738",200,9.58,34.2336,1.347,"2016"
"4739",230,9.294,34.2432,1.239,"2016"
"4740",250,9.004,34.2416,1.207,"2016"
"4741",270,8.616,34.2485,1.086,"2016"
"4742",300,7.75,34.1992,0.965,"2016"
"4743",321,7.733,34.2487,0.814,"2016"
"4744",381,7.106,34.2472,0.621,"2016"
"4745",400,6.916,34.249,0.565,"2016"
"4746",441,6.534,34.2711,0.428,"2016"
"4747",500,6.258,34.3225,0.264,"2016"
"4748",516,6.124,34.3327,0.243,"2016"
"4749",0,16.716,33.5177,5.67,"2016"
"4750",2,16.716,33.5177,5.67,"2016"
"4751",10,16.709,33.5161,5.642,"2016"
"4752",20,16.595,33.5111,5.651,"2016"
"4753",30,16.408,33.4963,5.671,"2016"
"4754",40,14.952,33.4076,5.725,"2016"
"4755",50,14.373,33.3928,5.501,"2016"
"4756",61,13.949,33.4004,5.311,"2016"
"4757",70,13.205,33.4137,4.877,"2016"
"4758",75,12.842,33.4005,4.767,"2016"
"4759",86,11.011,33.3817,4.27,"2016"
"4760",100,10.662,33.4975,3.96,"2016"
"4761",120,10.338,33.6977,3.336,"2016"
"4762",125,10.235,33.777,3.101,"2016"
"4763",140,9.903,33.8644,2.869,"2016"
"4764",150,9.804,33.9087,2.814,"2016"
"4765",170,9.441,33.9791,2.497,"2016"
"4766",200,8.851,34.0136,2.418,"2016"
"4767",232,8.744,34.1119,1.89,"2016"
"4768",250,8.376,34.1579,1.59,"2016"
"4769",270,8.04,34.1652,1.355,"2016"
"4770",300,7.847,34.1952,1.129,"2016"
"4771",321,7.68,34.1946,1.049,"2016"
"4772",380,7.377,34.2619,0.634,"2016"
"4773",400,7.191,34.2621,0.58,"2016"
"4774",441,6.848,34.2745,0.496,"2016"
"4775",500,6.5,34.2908,0.37,"2016"
"4776",514,6.4,34.3139,0.323,"2016"
"4777",0,16.856,33.524,5.614,"2016"
"4778",2,16.856,33.524,5.614,"2016"
"4779",10,16.862,33.5157,5.638,"2016"
"4780",11,16.863,33.5174,5.618,"2016"
"4781",11,16.863,33.5174,NA,"2016"
"4782",20,16.861,33.5156,5.641,"2016"
"4783",21,16.857,33.5326,5.61,"2016"
"4784",30,16.832,33.5149,5.629,"2016"
"4785",40,16.784,33.5141,5.611,"2016"
"4786",50,15.433,33.4389,5.781,"2016"
"4787",61,13.919,33.3553,5.188,"2016"
"4788",70,12.973,33.3161,4.883,"2016"
"4789",75,12.491,33.3075,4.795,"2016"
"4790",86,11.23,33.3104,4.467,"2016"
"4791",100,10.486,33.41,4.133,"2016"
"4792",120,10.006,33.658,3.417,"2016"
"4793",125,10.167,33.7228,3.272,"2016"
"4794",140,9.592,33.8099,3.048,"2016"
"4795",150,9.572,33.8288,3.003,"2016"
"4796",171,9.218,33.9322,2.654,"2016"
"4797",200,9.103,34.0272,2.296,"2016"
"4798",201,9.084,34.0188,2.312,"2016"
"4799",231,8.462,34.0446,2.23,"2016"
"4800",250,8.188,34.0744,2.006,"2016"
"4801",270,7.857,34.0906,1.736,"2016"
"4802",300,7.697,34.1656,1.255,"2016"
"4803",321,7.6,34.1739,1.121,"2016"
"4804",380,7.093,34.2067,0.789,"2016"
"4805",400,6.979,34.219,0.7,"2016"
"4806",440,6.691,34.251,0.529,"2016"
"4807",500,6.311,34.2846,0.362,"2016"
"4808",514,6.289,34.2868,0.363,"2016"
"4809",0,16.298,33.5456,5.731,"2016"
"4810",2,16.298,33.5456,5.731,"2016"
"4811",10,16.212,33.5256,5.738,"2016"
"4812",11,16.233,33.5273,5.751,"2016"
"4813",11,16.235,33.5276,NA,"2016"
"4814",11,16.235,33.5276,NA,"2016"
"4815",16,16.198,33.5271,5.752,"2016"
"4816",20,16.192,33.5251,5.737,"2016"
"4817",22,16.171,33.5255,5.765,"2016"
"4818",29,16.14,33.5298,5.789,"2016"
"4819",30,16.136,33.5228,5.737,"2016"
"4820",38,15.64,33.5097,5.813,"2016"
"4821",48,14.397,33.4757,5.28,"2016"
"4822",48,14.397,33.4749,NA,"2016"
"4823",50,13.979,33.4653,5.289,"2016"
"4824",60,12.672,33.4242,4.629,"2016"
"4825",70,11.633,33.3988,4.245,"2016"
"4826",75,11.292,33.4047,4.227,"2016"
"4827",86,10.787,33.4238,4.06,"2016"
"4828",100,10.311,33.5267,3.762,"2016"
"4829",120,9.861,33.7019,3.246,"2016"
"4830",125,9.759,33.7689,3.06,"2016"
"4831",140,9.409,33.8671,2.829,"2016"
"4832",150,9.295,33.9465,2.588,"2016"
"4833",171,9.15,34.039,2.247,"2016"
"4834",200,8.917,34.1293,1.778,"2016"
"4835",201,8.921,34.1203,1.839,"2016"
"4836",231,8.68,34.1848,1.451,"2016"
"4837",250,8.522,34.1983,1.446,"2016"
"4838",270,8.444,34.232,1.141,"2016"
"4839",300,8.185,34.2496,0.924,"2016"
"4840",320,7.905,34.2512,0.839,"2016"
"4841",380,7.201,34.2542,0.635,"2016"
"4842",400,7.038,34.2642,0.535,"2016"
"4843",441,6.607,34.282,0.425,"2016"
"4844",500,6.238,34.3187,0.29,"2016"
"4845",516,6.178,34.3258,0.278,"2016"
"4846",0,15.856,33.4821,5.812,"2016"
"4847",2,15.856,33.4821,5.812,"2016"
"4848",10,15.687,33.4718,5.803,"2016"
"4849",20,15.558,33.4734,5.799,"2016"
"4850",30,15.54,33.471,5.794,"2016"
"4851",41,15.139,33.4658,5.746,"2016"
"4852",50,13.686,33.4554,5.107,"2016"
"4853",60,13.345,33.4556,4.853,"2016"
"4854",70,12.699,33.4728,4.491,"2016"
"4855",75,11.819,33.4119,4.307,"2016"
"4856",86,11.424,33.4062,4.173,"2016"
"4857",100,10.472,33.6204,3.437,"2016"
"4858",121,10.073,33.8171,2.889,"2016"
"4859",125,9.982,33.8635,2.728,"2016"
"4860",140,9.404,33.8891,2.876,"2016"
"4861",150,9.261,33.9663,2.534,"2016"
"4862",170,9.265,34.0853,2.042,"2016"
"4863",200,9.276,34.2053,1.439,"2016"
"4864",201,9.274,34.2121,1.461,"2016"
"4865",230,8.859,34.215,1.35,"2016"
"4866",250,8.682,34.232,1.333,"2016"
"4867",271,8.477,34.2448,1.045,"2016"
"4868",300,7.951,34.2407,0.896,"2016"
"4869",320,7.696,34.247,0.81,"2016"
"4870",381,6.978,34.2698,0.527,"2016"
"4871",400,6.868,34.2783,0.472,"2016"
"4872",441,6.558,34.2949,0.392,"2016"
"4873",500,6.311,34.3105,0.312,"2016"
"4874",515,6.27,34.3141,0.321,"2016"
"4875",0,15.814,33.5044,5.866,"2016"
"4876",2,15.814,33.5044,5.866,"2016"
"4877",10,15.772,33.5032,5.856,"2016"
"4878",10,15.772,33.503,NA,"2016"
"4879",20,15.576,33.4981,5.826,"2016"
"4880",21,15.574,33.5036,5.851,"2016"
"4881",30,15.557,33.4984,5.789,"2016"
"4882",31,15.56,33.4995,5.826,"2016"
"4883",40,15.457,33.498,5.775,"2016"
"4884",50,13.513,33.4751,4.777,"2016"
"4885",61,12.439,33.4923,4.214,"2016"
"4886",70,11.984,33.4869,4.133,"2016"
"4887",75,11.78,33.4927,4.054,"2016"
"4888",85,11.185,33.5627,3.652,"2016"
"4889",100,10.544,33.6407,3.281,"2016"
"4890",120,9.758,33.6606,3.406,"2016"
"4891",125,9.79,33.7235,3.188,"2016"
"4892",140,9.124,33.8099,3.189,"2016"
"4893",150,9.127,33.8963,2.868,"2016"
"4894",170,8.769,33.9144,2.811,"2016"
"4895",200,8.411,33.9653,2.631,"2016"
"4896",231,8.156,34.0577,2.097,"2016"
"4897",250,8.192,34.1173,1.695,"2016"
"4898",270,7.914,34.1128,1.571,"2016"
"4899",300,7.878,34.2075,1.048,"2016"
"4900",321,7.627,34.2266,0.881,"2016"
"4901",380,6.943,34.2549,0.592,"2016"
"4902",400,6.818,34.2534,0.527,"2016"
"4903",441,6.45,34.276,0.405,"2016"
"4904",500,6.164,34.2974,0.314,"2016"
"4905",517,6.121,34.3012,0.301,"2016"
"4906",0,15.169,33.3511,5.851,"2016"
"4907",3,15.169,33.3511,5.851,"2016"
"4908",10,15.171,33.35,5.838,"2016"
"4909",11,15.17,33.3519,5.814,"2016"
"4910",20,15.16,33.3481,5.832,"2016"
"4911",25,15.148,33.3492,5.816,"2016"
"4912",30,15.148,33.348,5.837,"2016"
"4913",40,15.11,33.3484,5.821,"2016"
"4914",50,15.035,33.3585,5.848,"2016"
"4915",51,15.045,33.3582,5.828,"2016"
"4916",62,14.97,33.3726,5.78,"2016"
"4917",75,13.029,33.3741,4.728,"2016"
"4918",76,13.027,33.3693,4.759,"2016"
"4919",88,11.654,33.4086,4.278,"2016"
"4920",100,11.323,33.5523,3.674,"2016"
"4921",112,10.763,33.5961,3.429,"2016"
"4922",125,10.383,33.7142,3.031,"2016"
"4923",141,10.253,33.8817,2.678,"2016"
"4924",150,9.939,33.9269,2.466,"2016"
"4925",170,9.875,34.043,2.04,"2016"
"4926",200,8.717,34.0175,2.199,"2016"
"4927",230,8.698,34.1641,1.547,"2016"
"4928",250,8.222,34.1118,1.734,"2016"
"4929",272,8.042,34.1265,1.53,"2016"
"4930",300,7.711,34.1392,1.377,"2016"
"4931",320,7.541,34.1506,1.246,"2016"
"4932",382,6.825,34.2043,0.709,"2016"
"4933",400,6.815,34.2097,0.707,"2016"
"4934",440,6.405,34.2362,0.505,"2016"
"4935",500,6.089,34.2765,0.372,"2016"
"4936",518,5.992,34.2921,0.3,"2016"
"4937",0,15.816,33.3845,5.726,"2016"
"4938",2,15.816,33.3845,5.726,"2016"
"4939",10,15.813,33.3836,5.692,"2016"
"4940",11,15.815,33.3847,5.702,"2016"
"4941",20,15.822,33.3862,5.69,"2016"
"4942",25,15.81,33.3954,5.705,"2016"
"4943",30,15.795,33.4054,5.699,"2016"
"4944",40,15.78,33.4146,5.708,"2016"
"4945",50,15.773,33.4135,5.695,"2016"
"4946",51,15.774,33.4154,5.704,"2016"
"4947",63,15.773,33.4142,5.731,"2016"
"4948",75,15.727,33.4181,5.659,"2016"
"4949",76,15.686,33.4209,5.674,"2016"
"4950",86,15.136,33.3972,5.558,"2016"
"4951",100,12.245,33.2498,4.957,"2016"
"4952",101,12.182,33.2487,4.841,"2016"
"4953",112,11.24,33.2799,4.579,"2016"
"4954",125,10.282,33.3716,4.304,"2016"
"4955",126,10.235,33.3756,4.263,"2016"
"4956",140,10.094,33.4635,4.037,"2016"
"4957",150,9.906,33.5829,3.643,"2016"
"4958",170,9.609,33.7676,3.115,"2016"
"4959",200,9.192,33.9274,2.684,"2016"
"4960",201,9.187,33.9271,2.683,"2016"
"4961",231,8.566,34.0072,2.368,"2016"
"4962",250,8.334,34.0308,2.263,"2016"
"4963",271,8.142,34.0632,1.963,"2016"
"4964",300,7.735,34.1038,1.585,"2016"
"4965",321,7.516,34.1443,1.209,"2016"
"4966",381,6.904,34.1884,0.78,"2016"
"4967",400,6.793,34.2058,0.663,"2016"
"4968",442,6.462,34.2388,0.487,"2016"
"4969",500,6.101,34.2693,0.36,"2016"
"4970",517,5.999,34.278,0.329,"2016"
"4971",0,16.22,33.3342,5.66,"2016"
"4972",2,16.22,33.3342,5.66,"2016"
"4973",10,16.21,33.335,5.677,"2016"
"4974",10,16.21,33.3354,NA,"2016"
"4975",20,16.197,33.333,5.696,"2016"
"4976",26,16.196,33.3344,5.679,"2016"
"4977",30,16.196,33.3319,5.645,"2016"
"4978",38,16.181,33.3317,5.664,"2016"
"4979",49,16.16,33.3373,5.67,"2016"
"4980",50,16.161,33.3293,5.654,"2016"
"4981",60,16.15,33.3309,5.665,"2016"
"4982",70,16.139,33.3325,5.666,"2016"
"4983",75,16.136,33.3336,5.664,"2016"
"4984",82,16.094,33.3325,5.673,"2016"
"4985",93,15.21,33.3575,5.673,"2016"
"4986",92,15.21,33.3608,NA,"2016"
"4987",100,14.699,33.3177,5.562,"2016"
"4988",102,14.398,33.3219,5.586,"2016"
"4989",114,12.96,33.2447,5.306,"2016"
"4990",125,11.857,33.2197,4.923,"2016"
"4991",141,10.648,33.2925,4.583,"2016"
"4992",150,10.056,33.389,4.263,"2016"
"4993",170,9.485,33.5563,3.723,"2016"
"4994",200,8.98,33.8206,3.152,"2016"
"4995",201,8.946,33.8191,3.163,"2016"
"4996",230,8.74,34.0184,2.579,"2016"
"4997",250,8.452,34.0358,2.409,"2016"
"4998",271,8.001,34.0638,2.016,"2016"
"4999",300,7.58,34.0787,1.67,"2016"
"5000",321,7.321,34.1089,1.422,"2016"
"5001",381,6.728,34.163,0.823,"2016"
"5002",400,6.547,34.1676,0.723,"2016"
"5003",441,6.243,34.2135,0.493,"2016"
"5004",500,5.85,34.2493,0.337,"2016"
"5005",516,5.799,34.2594,0.314,"2016"
"5006",0,16.273,33.2166,5.688,"2016"
"5007",2,16.273,33.2166,5.688,"2016"
"5008",10,16.156,33.2104,5.697,"2016"
"5009",20,16.052,33.1999,5.691,"2016"
"5010",26,16.002,33.1973,5.725,"2016"
"5011",30,15.997,33.1937,5.696,"2016"
"5012",40,15.97,33.1928,5.76,"2016"
"5013",50,15.912,33.1885,5.715,"2016"
"5014",51,15.909,33.1903,5.731,"2016"
"5015",63,15.397,33.1786,5.793,"2016"
"5016",75,14.401,33.1437,5.897,"2016"
"5017",76,14.342,33.1394,5.886,"2016"
"5018",88,13.963,33.1958,5.646,"2016"
"5019",100,12.249,33.2011,5.264,"2016"
"5020",112,11.145,33.1755,4.954,"2016"
"5021",125,10.732,33.2447,4.552,"2016"
"5022",126,10.673,33.2288,4.711,"2016"
"5023",140,9.92,33.3705,4.276,"2016"
"5024",150,9.611,33.4696,4.156,"2016"
"5025",170,9.28,33.6395,3.628,"2016"
"5026",200,8.779,33.8617,2.946,"2016"
"5027",231,8.481,33.9856,2.535,"2016"
"5028",250,8.245,34.02,2.332,"2016"
"5029",270,7.972,34.0443,1.995,"2016"
"5030",300,7.678,34.0833,1.773,"2016"
"5031",320,7.446,34.0747,1.635,"2016"
"5032",380,7.003,34.176,0.89,"2016"
"5033",400,6.979,34.1982,0.771,"2016"
"5034",441,6.637,34.226,0.582,"2016"
"5035",500,6.254,34.269,0.396,"2016"
"5036",516,6.16,34.283,0.337,"2016"
"5037",0,16.736,33.2705,5.605,"2016"
"5038",2,16.736,33.2705,5.605,"2016"
"5039",10,16.719,33.2651,5.6,"2016"
"5040",11,16.724,33.2658,5.611,"2016"
"5041",20,16.727,33.2758,5.613,"2016"
"5042",30,16.688,33.2607,5.605,"2016"
"5043",40,16.714,33.2657,5.62,"2016"
"5044",50,16.965,33.3709,5.57,"2016"
